Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HTTPS Self Signed Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS,Unknown Error
hud.gov,hud.gov,https://www.hud.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,False,False,False,False,False,True,True,True,False
hudoig.gov,hudoig.gov,https://www.hudoig.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
huduser.gov,huduser.gov,https://www.huduser.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
humanities.gov,humanities.gov,http://humanities.gov,True,True,https://www.neh.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
hurricanes.gov,hurricanes.gov,http://hurricanes.gov,True,True,http://www.nhc.noaa.gov/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
hydrogen.gov,hydrogen.gov,http://hydrogen.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
iad.gov,iad.gov,https://www.iad.gov,True,False,,False,True,False,False,True,False,False,True,False,,,False,False,False,False,False,True,True,False,False
iaf.gov,iaf.gov,https://iaf.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
iarpa-ideas.gov,iarpa-ideas.gov,http://iarpa-ideas.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
iarpa.gov,iarpa.gov,https://www.iarpa.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
iat.gov,iat.gov,https://www.iat.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True,False
iawg.gov,iawg.gov,https://iawg.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
ibb.gov,ibb.gov,http://ibb.gov,True,True,https://www.bbg.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
ibwc.gov,ibwc.gov,https://ibwc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
ic.gov,ic.gov,http://ic.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ic3.gov,ic3.gov,https://www.ic3.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
icass.gov,icass.gov,https://www.icass.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
icbemp.gov,icbemp.gov,http://icbemp.gov,True,True,https://www.fs.fed.us/r6/icbemp/,True,False,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
ice.gov,ice.gov,https://www.ice.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
ich.gov,ich.gov,http://ich.gov,True,True,https://www.usich.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
icjointduty.gov,icjointduty.gov,http://icjointduty.gov,True,True,https://www.dni.gov/index.php/careers/joint-duty,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
idealab.gov,idealab.gov,http://idealab.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
identitysandbox.gov,identitysandbox.gov,http://identitysandbox.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
identitytheft.gov,identitytheft.gov,https://identitytheft.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
idmanagement.gov,idmanagement.gov,https://www.idmanagement.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
idtheft.gov,idtheft.gov,https://idtheft.gov,True,True,https://www.identitytheft.gov,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
iedison.gov,iedison.gov,http://iedison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?TYPE=33554433&REALMOID=06-dc4d00e8-1464-45e1-937f-0525407c30fd&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-938PYmoLVb4VrDeXo04LZUDVDvc%2b3899ByInEAjuSUvWNIGfB2zRpWiCivYGCogG&TARGET=-SM-HTTP%3a%2f%2fpublic.era.nih.gov%2fiedison,True,False,False,True,False,False,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False,False,False,True,True,True,False
ignet.gov,ignet.gov,https://www.ignet.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
ihs.gov,ihs.gov,https://www.ihs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
imls.gov,imls.gov,https://imls.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
indianaffairs.gov,indianaffairs.gov,https://www.indianaffairs.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
inel.gov,inel.gov,http://www.inel.gov,True,True,https://www.inl.gov/,True,False,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
info.gov,info.gov,http://info.gov,True,True,https://www.usa.gov/contact,True,False,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
inl.gov,inl.gov,https://www.inl.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
innovation.gov,innovation.gov,https://innovation.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
insurekidsnow.gov,insurekidsnow.gov,https://www.insurekidsnow.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
integrity.gov,integrity.gov,https://integrity.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
intelink.gov,intelink.gov,https://www.intelink.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
intelligence.gov,intelligence.gov,https://www.intelligence.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
intelligencecareers.gov,intelligencecareers.gov,https://www.intelligencecareers.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
interior.gov,interior.gov,https://interior.gov,True,True,https://www.doi.gov/,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
interpol.gov,interpol.gov,http://interpol.gov,True,True,https://www.justice.gov/interpol-washington,True,False,False,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True,False
invasivespecies.gov,invasivespecies.gov,https://invasivespecies.gov,True,True,https://www.doi.gov/invasivespecies/,False,True,False,True,True,False,False,False,False,,,False,False,False,False,False,True,True,False,False
invasivespeciesinfo.gov,invasivespeciesinfo.gov,https://www.invasivespeciesinfo.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,True,True,True,False
investor.gov,investor.gov,https://www.investor.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
ioss.gov,ioss.gov,http://ioss.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ipac.gov,ipac.gov,http://www.ipac.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
ipm.gov,ipm.gov,http://ipm.gov,True,True,http://www.ipmcenters.org/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
ipp.gov,ipp.gov,https://www.ipp.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
iprcenter.gov,iprcenter.gov,https://www.iprcenter.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
irs.gov,irs.gov,https://www.irs.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
irsauctions.gov,irsauctions.gov,http://irsauctions.gov,True,True,https://www.treasury.gov/auctions/irs/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
irsnet.gov,irsnet.gov,http://irsnet.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
irssales.gov,irssales.gov,http://irssales.gov,True,True,https://www.treasury.gov/auctions/irs/,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
irsvideos.gov,irsvideos.gov,https://www.irsvideos.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
ise.gov,ise.gov,http://ise.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
isitdoneyet.gov,isitdoneyet.gov,https://isitdoneyet.gov,True,True,https://www.fsis.usda.gov/wps/portal/fsis/topics/food-safety-education/teach-others/fsis-educational-campaigns/is-it-done-yet,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,True,True,False,False,False,True,True,True,False
isotope.gov,isotope.gov,https://isotope.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
isotopes.gov,isotopes.gov,https://isotopes.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
istac.gov,istac.gov,http://istac.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
itap.gov,itap.gov,https://www.itap.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,True,True,True,False
itc.gov,itc.gov,http://itc.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
itdashboard.gov,itdashboard.gov,https://itdashboard.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
itis.gov,itis.gov,https://itis.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
itrd.gov,itrd.gov,http://www.itrd.gov,True,False,,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
its.gov,its.gov,https://www.its.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536001;includesSubDomains,31536001,False,False,False,False,False,True,True,True,False
jamesmadison.gov,jamesmadison.gov,http://www.jamesmadison.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
jccbi.gov,jccbi.gov,http://jccbi.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
jccs.gov,jccs.gov,https://www.jccs.gov,True,False,,False,True,False,True,True,False,False,False,False,,,False,False,False,False,False,True,True,False,False
jct.gov,jct.gov,https://www.jct.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
jem.gov,jem.gov,https://jem.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
jewishheritage.gov,jewishheritage.gov,http://jewishheritage.gov,True,True,http://www.jewishheritagemonth.gov,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
jewishheritagemonth.gov,jewishheritagemonth.gov,http://jewishheritagemonth.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
jimmycarterlibrary.gov,jimmycarterlibrary.gov,https://jimmycarterlibrary.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
jobcorps.gov,jobcorps.gov,https://www.jobcorps.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
judicialconference.gov,judicialconference.gov,http://www.judicialconference.gov,True,True,http://www.uscourts.gov/about-federal-courts/governance-judicial-conference,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
juniorforestranger.gov,juniorforestranger.gov,http://juniorforestranger.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
jusfc.gov,jusfc.gov,http://www.jusfc.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
justice.gov,justice.gov,https://www.justice.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
justthinktwice.gov,justthinktwice.gov,https://www.justthinktwice.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
juvenilecouncil.gov,juvenilecouncil.gov,https://www.juvenilecouncil.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False,True,True,True,False
jwod.gov,jwod.gov,http://jwod.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,False,False,False,True,False,True,False
kapl.gov,kapl.gov,http://kapl.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
kennedy-center.gov,kennedy-center.gov,http://kennedy-center.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
kids.gov,kids.gov,http://kids.gov,True,True,https://www.usa.gov/education?source=kids,True,False,False,False,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,False,True,False
klamathrestoration.gov,klamathrestoration.gov,https://klamathrestoration.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
labor.gov,labor.gov,http://labor.gov,True,False,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lacoast.gov,lacoast.gov,https://www.lacoast.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
landfire.gov,landfire.gov,https://landfire.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
landimaging.gov,landimaging.gov,https://www.landimaging.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
lanl.gov,lanl.gov,http://lanl.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
law.gov,law.gov,http://law.gov,True,True,https://www.loc.gov/law/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lbl.gov,lbl.gov,http://www.lbl.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
lca.gov,lca.gov,https://www.lca.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
lcacommons.gov,lcacommons.gov,https://www.lcacommons.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains,63072000,False,False,False,False,False,True,True,True,False
lcrmscp.gov,lcrmscp.gov,https://lcrmscp.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
lctl.gov,lctl.gov,http://lctl.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
learnatf.gov,learnatf.gov,http://www.learnatf.gov,True,False,,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
learndoj.gov,learndoj.gov,http://learndoj.gov,True,True,https://www.justice.gov/usao/dc/dcstoptrafficking,False,False,False,True,True,True,False,True,False,,,False,False,False,False,False,False,False,False,False
leo.gov,leo.gov,http://leo.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
lep.gov,lep.gov,https://www.lep.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
letgirlslearn.gov,letgirlslearn.gov,https://letgirlslearn.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
libraryofcongress.gov,libraryofcongress.gov,http://libraryofcongress.gov,True,True,https://www.loc.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lifeline.gov,lifeline.gov,http://lifeline.gov,True,True,https://www.fcc.gov/general/lifeline-program-low-income-consumers,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
lis.gov,lis.gov,http://www.lis.gov,True,True,https://www.congress.gov/,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
listenstoyou.gov,listenstoyou.gov,http://listenstoyou.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
listo.gov,listo.gov,https://www.listo.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
literacy.gov,literacy.gov,http://literacy.gov,True,True,http://read.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
llnl.gov,llnl.gov,https://www.llnl.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,True,False,False,False,True,True,True,False
lmrcouncil.gov,lmrcouncil.gov,https://lmrcouncil.gov,True,False,,True,True,False,True,False,False,False,False,True,"max-age=31536000, max-age=31536000",31536000,False,False,False,False,False,True,True,True,False
lmvsci.gov,lmvsci.gov,https://lmvsci.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
loc.gov,loc.gov,https://loc.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
locatorplus.gov,locatorplus.gov,https://locatorplus.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
loctps.gov,loctps.gov,http://loctps.gov,True,True,https://www.loc.gov/teachers/tps/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
login.gov,login.gov,https://login.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
longtermcare.gov,longtermcare.gov,http://longtermcare.gov,True,True,https://longtermcare.acl.gov/,False,False,False,False,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
lps.gov,lps.gov,http://www.lps.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
lsc.gov,lsc.gov,https://lsc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
macpac.gov,macpac.gov,https://www.macpac.gov,True,False,,True,True,False,True,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
mail.gov,mail.gov,http://mail.gov,True,True,https://www.usps.com/,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
majorityleader.gov,majorityleader.gov,http://www.majorityleader.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
majoritywhip.gov,majoritywhip.gov,http://www.majoritywhip.gov,True,False,,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False,False
makinghomeaffordable.gov,makinghomeaffordable.gov,https://www.makinghomeaffordable.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True,False
malwareinvestigator.gov,malwareinvestigator.gov,https://www.malwareinvestigator.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
manufacturing.gov,manufacturing.gov,https://www.manufacturing.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
marine.gov,marine.gov,https://marine.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
marinecadastre.gov,marinecadastre.gov,https://marinecadastre.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=15768000,15768000,False,False,False,False,False,True,True,False,False
max.gov,max.gov,https://max.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
mbda.gov,mbda.gov,https://www.mbda.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
mcc.gov,mcc.gov,https://www.mcc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000;,63072000,True,False,False,False,False,True,True,True,False
mcctest.gov,mcctest.gov,http://mcctest.gov,True,True,https://www.mcc.gov/,False,False,False,True,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False
mda.gov,mda.gov,http://mda.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
medalofvalor.gov,medalofvalor.gov,https://www.medalofvalor.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False,True,True,True,False
medicaid.gov,medicaid.gov,https://www.medicaid.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
medicalcountermeasures.gov,medicalcountermeasures.gov,https://medicalcountermeasures.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
medicalreservecorps.gov,medicalreservecorps.gov,http://medicalreservecorps.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
medicare.gov,medicare.gov,http://www.medicare.gov,True,True,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False
medline.gov,medline.gov,http://www.medline.gov,True,True,https://www.nlm.nih.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
medlineplus.gov,medlineplus.gov,https://medlineplus.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
medpac.gov,medpac.gov,http://medpac.gov,True,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mentalhealth.gov,mentalhealth.gov,https://mentalhealth.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,True,False,False,False,False,True,True,True,False
mentor.gov,mentor.gov,http://mentor.gov,True,True,https://www.nationalservice.gov/mentor,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mesh.gov,mesh.gov,https://mesh.gov,True,True,https://meshb.nlm.nih.gov,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
mgi.gov,mgi.gov,https://mgi.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True,False
mha.gov,mha.gov,https://mha.gov,True,True,https://www.makinghomeaffordable.gov/pages/default.aspx,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
mibp.gov,mibp.gov,http://mibp.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
militaryconsumer.gov,militaryconsumer.gov,https://www.militaryconsumer.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True,False
mimedicare.gov,mimedicare.gov,http://www.mimedicare.gov,True,True,,True,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True,False
mitigationcommission.gov,mitigationcommission.gov,https://mitigationcommission.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,True,True,False
mlkday.gov,mlkday.gov,http://mlkday.gov,True,True,https://www.nationalservice.gov/mlkday,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mmc.gov,mmc.gov,https://www.mmc.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False,False,False,True,True,True,False
mms.gov,mms.gov,http://mms.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mojavedata.gov,mojavedata.gov,http://mojavedata.gov,True,False,,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,True,False,False,False
moneyfactory.gov,moneyfactory.gov,http://moneyfactory.gov,True,False,,True,False,False,False,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,True,False,True,False
moneyfactorystore.gov,moneyfactorystore.gov,http://www.moneyfactorystore.gov,True,False,,False,False,False,False,True,False,False,False,False,,,False,False,False,False,False,True,False,False,False
mrlc.gov,mrlc.gov,https://www.mrlc.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True,False
msb.gov,msb.gov,http://msb.gov,True,True,https://www.fincen.gov/,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False,False,False,False
msha.gov,msha.gov,https://www.msha.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True,False
mspb.gov,mspb.gov,https://www.mspb.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload ,31536000,True,True,False,False,False,True,True,True,False
mtbs.gov,mtbs.gov,https://mtbs.gov,True,False,,True,True,False,True,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True,False
mtmc.gov,mtmc.gov,http://mtmc.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
mycreditunion.gov,mycreditunion.gov,https://www.mycreditunion.gov,True,False,,False,True,False,True,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True,False
myfdic.gov,myfdic.gov,http://myfdic.gov,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False
myira.gov,myira.gov,https://myira.gov,True,False,,True,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False,False
mymedicare.gov,mymedicare.gov,https://www.mymedicare.gov,True,False,,True,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True,False
